State,County,per_dem_2000,per_gop_2000,per_dem_2004,per_gop_2004,per_dem_2008,per_gop_2008,per_dem_2012,per_gop_2012,per_dem_2016,per_gop_2016,per_dem_2020,per_gop_2020
ALABAMA,DALE,0.3103884598820774,0.6701885355749788,0.24595469242172416,0.7471340021133597,0.27277432698096565,0.7187370596693907,0.2848520772296966,0.7063641748631976,0.23537255307729876,0.7364659444575893,0.26193129989769415,0.7246428205873732
ALABAMA,DALLAS,0.59396663745994,0.3986135179816868,0.6016798575342271,0.3949281212540095,0.6707270282607294,0.32601189318721857,0.6973703046354364,0.300100224168329,0.6830566194747464,0.30805661967429937,0.6846171066476617,0.3092252573280199
ALABAMA,DEKALB,0.34784323374520915,0.6323391665603455,0.2938471098844636,0.7003936189349933,0.23560274818421706,0.7477409948999622,0.2195449020577694,0.7681766748656176,0.14024626340112822,0.828815921618208,0.14583049456811878,0.8436776124663858
ALABAMA,ELMORE,0.2794488320116582,0.7047975127269377,0.22562761498409079,0.7690376566356215,0.24190587199711322,0.7511875271015044,0.2523319711843506,0.7398337323545627,0.2265968866809992,0.7416532472513008,0.2526687788806559,0.7351693880733197
ALABAMA,ESCAMBIA,0.3879073753105426,0.5981989703274452,0.3077047193967691,0.6868091967028567,0.3535504972375968,0.6388851024677081,0.36915730690082904,0.6245880687170704,0.31020545617365747,0.669248904904514,0.30911376473342944,0.68315524784214
ALABAMA,ETOWAH,0.4430466604546491,0.5359103383816431,0.35913776936290115,0.6325913775462532,0.3016965821799189,0.6838858214265852,0.3010345637665096,0.6849282857547782,0.23643691689239268,0.7325649848898277,0.24235249743497472,0.7443848473130269
ALABAMA,FAYETTE,0.39241803228430067,0.5868340156418622,0.3009247684317361,0.6915771048593138,0.2505969583378196,0.7393489999505479,0.22866851217132078,0.7618927752807794,0.16511092233590627,0.8136743837875204,0.15913757682051383,0.8327629468026889
ALABAMA,FRANKLIN,0.43168512975620543,0.5511123114913876,0.3679191455147778,0.6267829483847234,0.2966732230422704,0.6882750357579107,0.2920158391269769,0.6968413291308212,0.18247508290492104,0.7862126239317171,0.1658451262793408,0.8249324210328094
ALABAMA,GENEVA,0.2896746518572292,0.6891934295541443,0.2008555131170575,0.7929657787139108,0.18306596878865405,0.8078407816695198,0.18012367475254093,0.8105123667751658,0.12969892827887486,0.84997448473382,0.12714228766270044,0.8647269821723979
ALABAMA,GREENE,0.7970882602432023,0.1933575973763476,0.7927548424752425,0.20176916553966057,0.8309142302904539,0.16512723814302124,0.8466292118976981,0.15056179747085807,0.8223360638886557,0.1717213111235219,0.8134031396577945,0.1832460729146679
